id,aasta,voor,tase,number,pealkiri,raskus,kategooria,tüüp,alamteema,autor,statement_tex,vihje_tex,lahendus_tex,lahendusvotted,katsevahendid,punktid,lahendusseis,allikas,allikas_failitee,allikas_kaust
2021-v3g-pe1,2021,lõppvoor,P,E1,Optiline tihedus,3,geomeetriline optika,E,,EFO žürii,"Hinnake, kas optiline tihedus on suurem veel või toiduõlil. Põhjendage tulemust.",,"Tuleb vaadata läbi vedelike mingit eset või kujundit paberil. Asetades need pudelile piisavalt lähedale, näeme suurendatud (ümber pööramata) kujutise. Mida suurem on kujutis, seda suurem on optiline tihedus, sest murdva pinna kumerus on mõlemal juhul ühesugune. Suuremale murdumisnäitajale vastab suurem murdumisnurk, sellele aga suurem kujutis (parim seletus on joonise abil). Kuivõid vesi ja toiduõli omavahel ei segune, võime need paremaks vaatlemiseks korraga pudelisse valada (vesi jääb alla ja toiduõli ülesse). Näeme, et toiduõlis on kujutis suurem, mistõttu on toiduõli optiliselt tihedam. Vee murdumisnäitaja on 1,33, toiduõli oma 1,47.",,"vesi, toiduõli, läbipaistev pudel ära lõigatud ülemise osaga",10,toores,"Eksperimendi kogu Ü122, lahendus lk 97",physics-collection/problems-exp/2021-v3g-pe1.tex,problems-exp
2021-v3g-pe2,2021,lõppvoor,P,E2,Paberi tihedus,3,varia,E,,Erkki Tempel,Mitu korda erinevad šokolaadi ümbrispaberi ja hõbepaberi tihedused?,,"Lõikame mõlemad paberid täpselt sama suurusteks, mida suurem, seda parem. Tiheduste suhte leidmiseks peame leidma fooliumpaberi ja ümbrispaberi masside suhte mf /mp ning paksuste suhte hf /hp. Tiheduse valemist saame avaldada tiheduste suhte masside ja paksuste suhete kaudu

$\rho$f = mf Vp = mf $\cdot$ hp $\rho$p mpVf mp hf

Masside suhte leidmiseks kasutame kangimeetodid. Paberi saame voltida nii, et seda saab kangina kasutada ja saame leida paberite masside suhte mf /mp. Paberi paksuste suhte hp/hf leidmiseks voldime paberi mitu korda kokku (näiteks 16 kihti) ning vaatame, mitu kihti paberit on sama paks kui 16 kihti fooliumpaberit.",,"Anneke šokolaad 300g, käärid",12,toores,"Eksperimendi kogu Ü123, lahendus lk 97",physics-collection/problems-exp/2021-v3g-pe2.tex,problems-exp
2021-v2g-ge1,2021,piirkonnavoor,G,E1,Paber,2,dünaamika,E,,Erkki Tempel,Leidke hõõrdetegur kahe paberilehe vahel. Laua liigutamine ei ole lubatud.,,"Hõõrdeteguri saame määrata kasutades kaldpinna meetodit. Voldime ühe/kaks paberit kokku, et tekitada paksem paber, mida saab kasutada kaldpinnana. Kaldpinna peale asetame kolmanda paberi (kokkuvoldutuna) ning leiame minimaalse nurga, mille korral paber hakkab kaldpinnal libisema. Hõõrdeteguri kahe paberilehe vahel saame leida seosest $\mu$ = tan $\alpha$.

Hindamine Tugeva kaldpinna koostamine --- 3 p. Libiseva kehana kokkuvolditud paberi kasutamine --- 1 p. Seose $\mu$ = tan $\alpha$ kasutamine --- 2 p. Kaldpinna nurga/külgede mõõtmine (korduskatsed) --- 2 p. Korrektse tulemuse leidmine --- 2 p.",,"kolm A4 paberilehte, joonlaud",10,toores,"Eksperimendi kogu Ü74, lahendus lk 66",physics-collection/problems-exp/2021-v2g-ge1.tex,problems-exp
2021-v2g-ge2,2021,piirkonnavoor,G,E2,Spagetikõrs,4,dünaamika,E,,Jaan Kalda,"Spagetikõrrega lükates ei ole võimalik avaldada piiramatult suurt jõudu: isegi, kui kõrs oleks absoluutselt sirge ja lükata täpselt piki kõrt, siis teatud jõust alates muutub kõrs ebastabiilseks ja paindub. Eeldades, et maksimaalne avaldatav jõud sõltub fikseeritud kõrre jämeduse juures kõrre pikkusest L vastavalt valemile Fm = AL$\alpha$ (kus A ja $\alpha$ on konstandid), määrake eksperimentaalselt astmenäitaja $\alpha$ väärtus.",,"Valame piimapakki vett - alustame ühest kopsikutäiest ning lõpetame umbes ühe liitriga. Iga vee koguse juures üritame lükata piimapakki spagetikõrrega mööda lauapinda - leiame sellise maksimaalse sõrmega kinnihoidmiskoha kauguse kõrre otsast, mille puhul on veel võimalik lükata. Hoolitseme, et paki põhi ja laud oleksid kogu aeg kuivad, sest vesi võib muuta hõõrdetegurit. Kanname graafiku vertikaalteljele anumas oleva vee massi (ühikuteks kasutame kopsikutäit) logaritmi ja horisontaalteljele - kõrre pikkuse logaritmi. Sirge tõusunurga tangens annab astmenäitaja. Alternatiivina võib teha oletusi astmenäitaja väärtuse kohta ja katse-eksituse meetodil leida selline astmenäitaja, mille korral teljestikus m - L$\alpha$ moodustub andmepunktidest sirgjoon. Viimase meetodi eeliseks on see, et tühja anuma mass ei põhjusta kõrvalekaldeid sirgjoonelisest graafikust. Tulemuseks leiame $\alpha \approx -$2.

Hindamine Idee kasutada osaliselt veega täidetud piimapaki ja laua vahelist hõõrdejõudu reguleeritava väärtusega jõu saamiseks (1 p). Idee lükata kõrrega leides kõrrest kinni hoidmiseks selline maksimaalne kaugus piimapakist, mille korral on veel võimalik pakki nihutada (2 p). Kogutud niimitu andmepunkti, kui antud mõõteanum võimaldab: liitrise piimapaki ja 150 mL mõõtenõu juures ühest kuni kuue kopsikutäieni, kokku kuus andmepunkti: 3 p. Kui on viis andmepunkti, kuid kirjutatud, et kuues kopsikutäis ei mahtunud enam ära, siis anda ka viie andmepunkti eest 3 p. Vastasel korral 5 andmepunkti eest 2,5 p. Osalised punktid: 4 andmepunkti: 2 p; 3 andmepunkti: 1 p; 2 andmepunkti: 0,5 p. Iga arvesse mineva andmepunkti jaoks peab olema näidatud vee kogus kopsikute arvuna ning spagetikõrre lükkava osa pikkus. Kui pikkusühikul pole näidatud ühikut, siis lahutatakse kogusummast 0,5 p. Valitud sobilik graafiline meetod: kas log-log teljestik või proovitud katse-eksituse meetodil m-L$\alpha$ teljestikku erinevate $\alpha$ väärtustega (3 p). Osalised punktid: kui astmenäitaja pole leitud graafiliselt vaid on arvutatud andmepunktipaaride põhjal, siis iga erineva andmepunktipaari põhjal arvutatud väärtus annab 0,5 p, kuni maksimaalselt 2 p (mis antakse siis, kui astmenäitaja on leitud nelja erineva andmepunkti paari jaoks). Mõõtmise täpsuse eest: kui leitud astmenäitaja on vahemikus -2,3 kuni -1,7, siis 2 p, kui tulemus on sellest vahemikust väljas, kuid jääb vahemikku -1,5 kuni -2,5, siis 1 p. Täiendavate andmepunktide leidmine sel teel, et lükatakse suurema veekoguse korral kahe või enama kõrrega korraga: 1 p.",,"joonlaud, liitrine anum veega, veeklaas vee valamiseks, mille seinale on tehtud märge umbes 150 mL veehulgale vastavale nivookõrgusele, tühi liitrine õhukesest kartongist piima või mahalapakk, mille ülemine tahk on ära lõigatud (massi vähendamiseks ja vee sissevalamise hõlbustamiseks), mõned peenikeste spagettide kõrred (Nr 5 või Nr 7), majapidamispaber kuivatamiseks",12,toores,"Eksperimendi kogu Ü157, lahendus lk 118",physics-collection/problems-exp/2021-v2g-ge2.tex,problems-exp
2021-v2g-pe1,2021,piirkonnavoor,P,E1,Tennisepall,1,vedelike mehaanika,E,,Oleg Košik,Leidke märja tennisepalli tihedus.,,"Tennisepalli massi saab määrata ujumise tingimusest

mpallg = $\rho$vgVvedelikualune = $\rho$vgS$\Delta$$h_1$,

kus S on piimapaki ristlõikepindala ja $\Delta$$h_1$ = $h_1$ $-$ $h_0$ veetaseme muutus. Tennisepalli ruumala määratakse sukeldusmeetodil surudes tennisepalli vee alla, millele vastab veetaseme muutus $\Delta$$h_2$ = $h_2$ $-$ $h_0$. Seega Vpall = S$\Delta$$h_2$. Kuna

$\rho$pall = mpall = $\rho$v S $\Delta$$h_1$ = $\rho$v $h_1$ $-$ $h_0$ , Vpall S$\Delta$$h_2$ $h_2$ $-$ $h_0$

taandub mõõtmine veetaseme kahe muutuse mõõtmisele.

Märkus. Tennisepalli läbimõõt on 6,70$\pm_0$,16 cm ning kuiva palli mass 6,70$\pm_0$,16 cm. Seetõttu kuiva palli tihedus jääb vahemikku 0,35 $-$ 0,39 g/cm$^3$, märja oma on suurusjärgus 0,45 $-$ 0,50 g/cm$^3$.

Hindamine

Kui on leitud valem veetaseme kahe muutuse jagatisena: Valemi tuletamine: 5 p. Mõõdetud $h_0$, $h_1$, $h_2$: 3 p. Arvutatud tihedus ja vastus realistlik: 2 p.

Kui on eraldi leitud mass ujumismeetodil ja ruumala sukeldusmeetodil: Mõõdetud aluse ristlõike küljepikkus ja arvutatud pindala: 1 p. Tuletatud valem ruumala jaoks sukeldusmeetodil: 1 p. Tehtud veetaseme muudu mõõtmised: 1 p. Arvutatud ruumala: 1 p. Tuletatud valem massi jaoks ujumismeetodil: 2 p. Tehtud veetaseme muudu mõõtmised: 1 p. Arvutatud mass: 1 p. Arvutatud tihedus ja vastus realistlik: 2 p.

Kui on eraldi leitud mass ujumismeetodil ja ruumala diameetri mõõtmisena (ebatäpne

meetod, kokku 8 p):

Ruumala valem V = 4 $\pi$$r_3$: 1 p. Hinnatud mõõtmise abil diameeter ja arvutatud ruumala: 1 p.

Mõõdetud aluse ristlõike küljepikkus ja arvutatud pindala: 1 p.

Tuletatud valem massi jaoks ujumismeetodil: 2 p.

Tehtud veetaseme muudu mõõtmised: 1 p.

Arvutatud mass: 1 p.

Arvutatud tihedus: 1 p.",,"tennisepall, joonlaud, liitrine anum veega ja õhukesest kartongist piima- või mahlapakk, mille ülemine tahk on ära lõigatud. Vee tiheduseks võib võtta 1000 kg m$^{-3}$",10,toores,"Eksperimendi kogu Ü29, lahendus lk 45",physics-collection/problems-exp/2021-v2g-pe1.tex,problems-exp
2021-v2g-pe2,2021,piirkonnavoor,P,E2,Münt,2,staatika,E,,Kaur Aare Saar,Leidke 20-eurosendise mündi mass.,,"Mõõdame joonlauaga paberi mõõtmed a = 21,0 cm ja b = 29,7 cm (1 p, kui kumbki

ei erine rohkem kui 2 mm tegelikust küljepikkusest).

Leiame paberi massi. mpaber = $\rho$ab = 5 g (1 p, kui mass ei erine rohkem kui 0,1 g. (Märkus: A4 paberi jaoks võib kasutada ka pindalavalemit A = 2$-$4m2 = 1/16 m$^2$)

Voldime paberit mööda pikemat külge mõned korrad ning teeme sellest kangi ja

kasutame mündi massi leidmiseks kangkaalu põhimõtet (1 p). Et paber ei läheks

liiga paksuks, et selle pealmine külg ei püsiks horisontaalsena, võib viimase volti-

mise jätta täisnurga alla. See suurendab ka paberi jäikust.

Paigutame mündi kangi ühte otsa (nii et pool münti jääb paberile ja pool üle paberi

ääre) ning leiame kui palju võib maksimaalselt lükata paberit üle laua serva, et see

ümber ei kukuks (2 p).

Teeme vähemalt 3 mõõtmist, ning leiame, et keskmiselt on laua peale jääva osa

pikkus x = 6,9 cm (2 p või 1 p kui on tehtud 2 või vähem mõõtmist).

Leiame paberi masskeskme kauguse laua servast. y = b $-$ x = 7,9 cm (1 p). Paneme kirja kangi reegli laua serva kui toetuspunkti suhtes (3 p õige võrrandi

eest): ympaber = xmmünt. ympaber Seega mmünt = x = 5,74 g (1 p iga vastuse eest vahemikus 5,5 g kuni 6 g).",,"20-eurosendine münt, A4 paber pindtihedusega 80 g m$^{-2}$, joonlaud",12,toores,"Eksperimendi kogu Ü73, lahendus lk 66",physics-collection/problems-exp/2021-v2g-pe2.tex,problems-exp
2020-v3g-ge1,2020,lõppvoor,G,E1,Masside suhe,5,staatika,E,,Eero Uustalu,Leidke koormiste masside suhe. Keelatud on kasutada mistahes teostuses kangkaalu põhimõtet.,,"Niidiga saab avaldada vaid tõmbavat jõudu ja see ühtib niidi suunaga. Newtoni I seadus väidab, et paigal saab keha olla vaid kui talle mõjuvate jõudude summa on null. Teeme niidi sisse mingi vahega kaks aasa ja riputame koormised nende külge. Seejärel tõstame koormised niitipidi üles hoides niidi otsi laiali selliselt, et koormisi ühendav niidilõik on horisontaalne. Teeme sellest joonise.

FN1 FN2

FV1 FV2 FT2 $\alpha_2$ $\alpha_1$ FT1 FH2 FH1 mg mg m m

Koormiste raskusjõud on vastavalt m1g ja m2g jõud vastavates niidilõikudes \$\textbackslash{}vec\{F\}\$$N_1$ ja \$\textbackslash{}vec\{F\}\$T 1 ning \$\textbackslash{}vec\{F\}\$$N_2$ ja \$\textbackslash{}vec\{F\}\$T 2

kus Newtoni I seadusest tulenevalt :

\$\textbackslash{}vec\{F\}\$T 1 = $-$\$\textbackslash{}vec\{F\}\$T 2 \$\textbackslash{}vec\{F\}\$$N_1$ + \$\textbackslash{}vec\{F\}\$T 1 + m1g = 0 \$\textbackslash{}vec\{F\}\$$N_2$ + \$\textbackslash{}vec\{F\}\$T 2 + m2g = 0

siit tulenevalt on ka

ning \$\textbackslash{}vec\{F\}\$T 1 = $-$\$\textbackslash{}vec\{F\}\$$H_1$ \$\textbackslash{}vec\{F\}\$T 2 = $-$\$\textbackslash{}vec\{F\}\$$H_2$ \$\textbackslash{}vec\{F\}\$V 1 = $-$m1g \$\textbackslash{}vec\{F\}\$V 2 = $-$m2g

$m_1$ = FV 1 = tan $\alpha_1$ m$^2$ FV 2 tan $\alpha_2$ mkaarjas metallist viht = 1,59.

mpolt",,"niit, 2 koormist (polt ja kaarjas metallist viht), millimeeterpaber, 2 iminapaga näpitsat (laua peale, alla või serva külge kinnitamiseks), žiletiteraga sõrmus niidi lõikamiseks",14,toores,"Eksperimendi kogu Ü178, lahendus lk 141",physics-collection/problems-exp/2020-v3g-ge1.tex,problems-exp
2020-v3g-ge2,2020,lõppvoor,G,E2,Must kast,4,elektriahelad,E,,Jaan Kalda,"Must kast sisaldab nelja takistit, mis on ühendatud teadmatul viisil nelja väljundjuhtme vahele. Juhtmete otsi saab ühendada oommeetri külge ja vajaduse korral ka lühistada omavahel. (a) Määrake kindlaks musta kasti sees olev elektriskeem (joonista see skeem, tähista skeemil juhtmete värvid ja põhjenda mõõtmistulemustega). (7 p) (b) Leidke kõigi takistite väärtused. (7 p)",,"Märkus: tegelikult poleks traati vaja, piisaks kuuest mõõtmisest ja saaks kuue võrrandi ja kuue tundmatuga süsteemi (eeldades, et on kuus takistit, millest kaks omavad lõpmata suurt väärtust), aga selle lahendamine on tüütu. Paneme tähele, et kui mõõta klemmide A ja B vahelist takistust ning lühistada klemmid B ja C, B ja D või C ja D vahel, siis oommeetri näit $R_1$ ei muutu. See on võimalik vaid siis, kui B, C ja D on kolmnurkühenduses, A ja B vahel on takistus RAB = $R_1$ ja ülejäänud takistused puuduvad. Mõõdame nüüd B ja C vahelise takistuse $r_1$ lühistades klemmid B ja D:

RB$-$1C + RC$-$$D_1$ = $r_1$$-$1;

analoogselt RC$-$$D_1$ + RD$-$1B = $r_2$$-$1 ja RD$-$1B + RB$-$1C = $r_3$$-$1. Summeerides leiame

RB$-$1C + RC$-$$D_1$ + RD$-$1B = 1 ($r_1$$-$1 + $r_2$$-$1 + $r_3$$-$1),

millest 1 RB$-$1C = ($r_1$$-$1 $-$ $r_2$$-$1 + $r_3$$-$1),

RC$-$$D_1$ = 1 ($r_1$$-$1 + $r_2$$-$1 $-$ $r_3$$-$1),

RD$-$1B = 1 ($-$$r_1$$-$1 + $r_2$$-$1 + $r_3$$-$1).",,"must kast, millel on neli väljundjuhet (valge, roheline, sinine ja punane), oommeeter. (kokku 14 p)",14,toores,"Eksperimendi kogu Ü156, lahendus lk 117",physics-collection/problems-exp/2020-v3g-ge2.tex,problems-exp
2020-v3g-pe1,2020,lõppvoor,P,E1,LED-lambid,3,geomeetriline optika,E,,Kaido Reivelt,Määrata külgmise (suure) valgusallika LED-lampide kaugus valgusallika klaasist.,,"Katsevahendid võimaldavad ehitada camera obscura ehk nõelaaugu kaamera - kui teha kaardinõelaga musta paberisse auk, asetada augu ette taskulamp ja augu taha valge ekraan, siis tekib ekraanile LED-lambi LED'ide kujutis. Valgusallika kaugus august on võimalik konstrueerida, kui teha mustas paberis kaks auku. Sel juhul tekib ekraanile kaks LED-lambi kujutist. Teame, et mõlema tekkinud kujutise äärmised kiired lähtuvad LED-lambi servadest. Katses on otseselt vaadeldav lambi asukoht, augu asukoht, ekraani asukoht ja kujutiste asukohad. Kanname need paberile. Paberile saame kanda ka äärmised kiired (olles seda tehes hoolikas, et projektsioonid kiirte tasandist paberi tasandile oleksid tehtud täpselt). Nende kiirte pikendused LED-lambi poole ristuvad LED-lambi reaalses aukohas klaasi taga. Nii saame jooniselt välja lugeda LED-lambi kauguse lambi klaasist.

Otsitavaks kauguseks saame ligikaudu 7 mm. Lahendus 2 (autor Oleg Košik). Camera obscura tekitatud kujutis on fookusvaba, st tekib suvalise LED-lambi ja ekraani kauguse korral august. See annab võimaluse määrata otsitav kaugus ka ühe augu abil:

C

k l

d D

a b

Mõõdame valgusallika pikkuse k (väljalülitatud režiimis otsmiste täppide vahekau-

guse), selle kujutise CD pikkuse l, ekraani ja paberi kauguse b ning ekraani ja val-

gusallika klaasi kauguse d. Sarnastest kolmnurkadest leiame, et valgusallikas asub

ekraanist kaugusel a = bk ning klaasist kaugusel l

bk x = a $-$ d = $-$ d.

l

Saame, et x $\approx$ 7 mm.",,"tükk musta paberit, valge ekraan, kaardinõel, paberiklambrid paberi ja ekraani püsti hoidmiseks, millimeeterpaber, joonlaud. Kaardinõeladega tohib paberi sisse auke teha",10,toores,"Eksperimendi kogu Ü120, lahendus lk 95",physics-collection/problems-exp/2020-v3g-pe1.tex,problems-exp
2020-v3g-pe2,2020,lõppvoor,P,E2,Must kast,3,elektriahelad,E,,Hans Daniel Kaimre,"Teha kindlaks mustas kastis (skeem joonisel) olevate komponentide väärtused
(patarei pinge $U$, takistused $R_1$, $R_2$, $R_3$). Multimeetrit saab
ühendada punktides R (roosa), S (sinine) ja P (pruun). Patarei sisetakistusega
mitte arvestada.

\begin{center}
\includegraphics[width=0.40\linewidth]{2020-v3g-pe2-yl.png}
\end{center}

\textbf{NB!} Kui mõõtmisi parasjagu ei teostata, tuleks seade hoida
\textit{OFF}-asendis, et vältida patarei tarbetut tühjenemist.",,"Paneme esmalt tähele, et kuna voltmeetrit võib käsitleda ideaalsena, siis ühendades multimeetri voltmeetrina klemmide R ja P vahele, on pingelang takistil $R_2$ marginaalne. Järelikult URP = U . Ühendades multimeetri ampermeetrina punktide S ja P vahele, läbib vool ainult takistit $R_1$, seega Ohmi seadusest

$R_1$ = U = URP . ISP ISP

Kui multimeeter ühendada ampermeetrina klemmide P ja R vahele, on pinge $R_2$ klemmidel võrdne pingega patarei klemmmidel ning

$R_2$ = URP . IRP

Siit edasi on kaks erinevat lahenduse võimalust: multimeetri oommeetri funktsiooni kasutades (a) ning seda funktsiooni kasutamata (b). a) Ühendades lüliti lahti (asendisse OFF), saame mõõta multimeetri oommeetri funktsiooniga otse takistusi. Niimoodi saamegi, et:

RSP = $R_3$

b) Selleks, et leida $R_3$ takisti väärtus ainult volt- ning ampermeetrit kasutades, pa-

neme tähele et kui takistit $R_2$ vool ei läbi, peab voolutugevus takistites $R_1$ ja $R_3$

olema võrdne, seega

USR = USP $\Rightarrow$ $R_3$ = USP $R_1$ $R_1$ $R_3$ USR

Lahendusi on muidugi veel, kuna saame teha 7 üksteisest sõltumatut (2 pinget, 2

takistust ning 3 voolutugevust) erinevat mõõtmist ning tundmatuid on 4, kuid ülal-

toodud variandid on žürii arvates lihtsaimad. Erinevad võimalikud mõõtmistule-

mused on järgmised: URP = 3,25 V, USR = 2,05 V, USP = 1,204 V, ISP = 6,37 mA,

ISR = 4,77 mA, IRP = 13,5 mA, RSP = 300 $\Omega$, RSR = 750 $\Omega$, RRP = 1050 $\Omega$. Nen-

dest tulemustest saame:

U = URP = 3,25 V

$R_1$ = URP = 3,25 V = 510 $\Omega$ ISP 6,37 mA

$R_2$ = URP = 3,25 V = 240 $\Omega$ IRP 13,5 mA

$R_3$ = RSP = 300 $\Omega$",,"must kast, millest väljub kolm juhet, ühendusjuhtmed, multimeeter. Takistite väärtused on sellised, et võib eeldada, et multimeeter töötab ideaalse amper- ning voltmeetrina",12,toores,"Eksperimendi kogu Ü121, lahendus lk 96",physics-collection/problems-exp/2020-v3g-pe2.tex,problems-exp
2020-v2g-ge1,2020,piirkonnavoor,G,E1,Masskese,4,staatika,E,,Erkki Tempel,Määrake plastiktopsi masskeskme kõrgus lauapinnast.,,"\textit{Lahendus on kogumikus lk 116. Siia ei ole seda veel ümber kirjutatud, sest originaalis on tabel või joonis, mis PDF-i tekstikihist loetavalt välja ei tule.}",,"plastikust kohvitops, A4 paber, joonlaud",10,kasitsi,"Eksperimendi kogu Ü155, lahendus lk 116",physics-collection/problems-exp/2020-v2g-ge1.tex,problems-exp
2020-v2g-ge2,2020,piirkonnavoor,G,E2,Taskulambipirni töötemperatuur,3,elektriahelad,E,,Koit Timpmann,"Määrake töötava taskulambipirni hõõgniidi temperatuur. Volframi eritakistuse temperatuurikoefitsent $\alpha$ = 0,0044 1/K. Hõõgniidi soojuspaisumist ei ole vaja arvestada.
\textit{Märkus:} Eeldage, et eritakistuse jaoks kehtib valem $\rho$ = $\rho_0$ (1 + $\alpha$t), kus t on temperatuur Celsiuse kraadides, $\rho_0$ on aine eritakistus temperatuuril 0 $^\circ$C ja $\alpha$ on eritakistuse temperatuuritegur.",,"Taskulambipirni hõõgniidi takistus sõltub temperatuurist. Teades toatemperatuuri, hõõgniidi takistust toatemperatuuril ja hõõgniidi aine eritakistuse temperatuurikoefitsienti on võimalik arvutada põleva taskulambipirni hõõgniidi temperatuur. (2 p) Tähistame: toatemperatuur - $t_1$, põleva lambi hõõgniidi temperatuur - $t_2$, hõõgniidi takistus toatemperatuuril $R_1$, põleva lambi hõõgniidi takistus $R_2$. Lambi hõõgniidi takistus toatemperatuuril on

$R_1$ = $\rho_0$ (1 + $\alpha$$t_1$) l/S (0,5 p) Põleva lambi hõõgniidi takistus on

$R_2$ = $\rho_0$ (1 + $\alpha$$t_2$) l/S (0,5 p) avaldame temperatuuri $t_2$:

$R_2$/$R_1$ = 1 + $\alpha$$t_2$ (1 p) 1 + $\alpha$$t_1$

$t_2$ = $R_2$ + $R_2$$\alpha$$t_1$ $-$ $R_1$ (1 p) $R_1$$\alpha$

Mõõtmised:

1. Valime oommeetri sobiva mõõtepiirkonna ja mõõdame toatemperatuuril oleva taskulambipirni takistuse $R_1$ (1 p).

2. Ühendame taskulambipirni patareiga, valime voltmeetri sobiva mõõtepiirkonna ja mõõdame pinge taskulambipirni klemmidel. (1 p)

3. Ühendame patareiga jadamisi taskulambipirni ja ampermeetri, valime ampermeetri sobiva piirkonna ja mõõdame voolutugevuse hõõgniidis. (1 p)

Arvutused:

1. Arvutame põleva lambi hõõgniidi takistuse valemi $R_2$ = U/I abil. (1 p)

2. Arvutame põleva lambi hõõgniidi temperatuuri. (1 p)

Kordusmõõtmised (1 p). Sõltuvalt taskulambipirnist on hõõgniidi töötemperatuur vahemikus 1400 $^\circ$C - 1800 $^\circ$C (1 p).",,"Taskulambipirn, patarei, ühendusjuhtmed (4 tk.), multimeeter",12,toores,"Eksperimendi kogu Ü119, lahendus lk 94",physics-collection/problems-exp/2020-v2g-ge2.tex,problems-exp
2020-v2g-pe1,2020,piirkonnavoor,P,E1,Makaronid,1,varia,E,,Erkki Tempel,"Hinnata, mitu korda erineb ühe spageti mass ühe makaroni massist.
\textit{Märkus:} Spagetti tohib tükkideks murda.",,"Kasutame spagetti kangina. (1 p) Täpsema tulemuse saamiseks tuleb kasutada kah-

te või kolme spagetti koos. (1 p)

Asetame torumakaroni spagettide otsa ning tasakaalustame laua serval. (1 p) Mõõ-

dame spagettide masskeskme ning torumakaroni masskeskme kauguse toetuspunk-

tist (jõuõlad). (1 p) Spagettide masskese asub spagettide keskel.

Mõõtmiseks saame kasutada väikest spageti juppi. (1 p) Leiame, mitu korda erine-

vad spageti ja makaroni jõuõlgade pikkused.

Kangireeglist msls = mmlm saame leida, mitu korda erinevad torumakaroni ja

spageti massid. mm = ls (3 p) ms lm

Kordusmõõtmised --- 1 p.

Õige tulemus täpsusega $\pm$20 \% --- 1 p.",,"spagetid, 1 makaron",10,toores,"Eksperimendi kogu Ü28, lahendus lk 44",physics-collection/problems-exp/2020-v2g-pe1.tex,problems-exp
2020-v2g-pe2,2020,piirkonnavoor,P,E2,Kumminiit,2,vedelike mehaanika,E,,Koit Timpmann,Määrake keha tihedus.,,"Õhus mõjub ülesriputatud kehale raskusjõud Fo = mg, millest on võimalik arvu-

tada keha mass m = Fo . (1 p) g

Kui keha sukeldada täielikult vette, mõjub kehale üleslükkejõud Fy = $\rho$vgVk. (1 p)

Kui keha on sukeldatud vette, on keha mõju riputusvahendile üleslükkejõu võrra

väiksem raskujõust. Fv = Fo $- \rho$vgVk. (1 p)

Eelmisest seosest saab leida keha ruumala

Vk = Fo $-$ Fv . $\rho$v g

Seega, keha tihedus võrdub

$\rho$ = m = Fo $\rho$v g = $\rho$v Fo Fo Fv (1 p) V g(Fo $-$ Fv) $-$

Jõud saab mõõta kumminiidi pikenemise abil. Kumminiidi pikenemine on võrdeline kumminiiti venitava jõuga F = k(l $-$ $l_0$). (1 p) Mõõdame kumminiidi pikkuse, kui niiti ei ole venitatud $l_0$. (1 p) Mõõdame kumminiidi pikenemise, kui keha ripub kumminiidi otsas õhus. Kehtib seos

Fo = mg = k(lo $-$ $l_0$) (1 p)

Mõõdame kumminiidi pikenemise, kui keha on sukeldatud vette

Fv = Fo $-$ Fy = k(lv $-$ $l_0$) (1 p)

Leiame eelmistest seostest keha keskmise tiheduse

$\rho$ = $\rho$v lo $-$ $l_0$ (1 p) lo $-$ lv

Arvutame mõõtmistulemustest keha keskmise tiheduse --- 1 p. Kordusmõõtmised --- 1 p. Õige tulemus täpsusega $\pm$20 \% --- 1 p.",,"Kumminiit (lahti lõigatud rahakummiriba), konksuga koormis, mõõtejoonlaud, klaas veega. Vee tihedus on 1000 kg/m$^3$",12,toores,"Eksperimendi kogu Ü72, lahendus lk 65",physics-collection/problems-exp/2020-v2g-pe2.tex,problems-exp
2019-v3g-ge1,2019,lõppvoor,G,E1,Kumerpeegel,4,geomeetriline optika,E,,Erkki Tempel,Määrake kumerpeegli fookuskaugus.,,"Kumerpeegel tekitab kujutise peegli taha. Asetame joonlaua peegli ette nii, et peeglis tekkiv kujutis on täpselt peegli laiune. See võimaldab meil mõõta kujutise suurust. Peegel peab olema meist võimalikult kaugel, et vähendada parallaksist tingitud viga. Mõõdame joonlaua pikkuse L, peegli diameetri d, joonlaua kauguse peeglist a ning peegli keskpunti kõrguse peegli serva tasapinnst x. Sarnastest kolmnurkadest $\triangle$AOF ja $\triangle$CDF saame kirja panna seose.

AO OH + HF = CD DF

Teades, et AO = 0,5L, CD = 0,5d, OH = a, HF = f ning DF = f $-$ x, saame leida peegli fookuse f

da + Lx f=

L$-$d

Suurema peegli (must) korral f $\approx$ 7,7 cm ning väiksema (kollane) korral f $\approx$ 16 cm.",,"Kumerpeegel, joonlaud (30 cm)",10,toores,"Eksperimendi kogu Ü153, lahendus lk 113",physics-collection/problems-exp/2019-v3g-ge1.tex,problems-exp
